_,Id,Name,RecordTypeId,hed__Description__c,hed__End_Date__c,hed__Is_Primary__c,hed__Start_Date__c,hed__Status__c,hed__Total_Required_Credits__c,Accreditation_End_Date__c,Accreditation_Start_Date__c,Blue_Card_Required__c,Certificate_Type__c,Code__c,Collaboration_with_External_Organisation__c,Completion_Requirements__c,Core_Conceptsv2__c,Courseloop_Full_URL__c,Courseloop_Initital_URL__c,Delivery_Type__c,Designated_Units__c,Early_Exit_Options__c,Evolve_with_QUTeXv2__c,External_Organisation_Details__c,Field_of_Education__c,Implementation_Year__c,IsComplete__c,Location_Details__c,Location__c,Mark_Design_Stage_as_Complete__c,Maximum_Participants__c,Minimum_Participants__c,More_Detailsv2__c,OPE_Design_Complete__c,Other_Completion_Requirements__c,Overviewv2__c,Owning_Faculty__c,PP_Design_Form_Status__c,PP_Is_curriculum_approved__c,Product_Request__c,Program_Delivery_Structure__c,Program_Type__c,Type__c,Volume_of_Learning_Hours__c,Who_Should_Participatev2__c,LogoUrl__c,Description__c
[hed__Program_Plan__c],a0KBn000008TbfVMAS,Automation Testing Plan_936,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-16,Current,100,2024-07-16,2024-04-16,FALSE,Certificate of Achievement,EXOP0670,No,,Concept of the Core,autotest.com,initialautotest.com,Face To Face,,,evolve!,not applicable,technology,2024,FALSE,,,TRUE,40,20,Additional details,TRUE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Graduate Certificate,200,The participants,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Test automation plan description
[hed__Program_Plan__c],a0KBn000008TnAPMA0,Test Auto Parent Course T5555 - 1636656,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-17,Current,100,2024-07-16,2024-04-16,FALSE,Certificate of Achievement,EXOP0672,No,,Concept of the Core,autotest.com,initialautotest.com,Face To Face,,,evolve!,not applicable,technology,2024,FALSE,,,TRUE,40,20,Additional details,TRUE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Graduate Certificate,200,The participants,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Test automation plan description
[hed__Program_Plan__c],a0KBn000008UD1dMAG,Test Auto Parent Course T5555 - 8624173,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-17,Current,100,2024-07-17,2024-04-17,FALSE,Certificate of Achievement,EXOP0675,No,,Concept of the Core,autotest.com,initialautotest.com,Face To Face,,,evolve!,not applicable,technology,2024,FALSE,,,TRUE,40,20,Additional details,TRUE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Graduate Certificate,200,The participants,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Test automation plan description
[hed__Program_Plan__c],a0KBn000008UECDMA4,Test Auto Parent Course T5555 - 2333934,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-17,Current,100,2024-07-17,2024-04-17,FALSE,Certificate of Achievement,EXOP0676,No,,Concept of the Core,autotest.com,initialautotest.com,Face To Face,,,evolve!,not applicable,technology,2024,FALSE,,,TRUE,40,20,Additional details,TRUE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Graduate Certificate,200,The participants,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Test automation plan description
[hed__Program_Plan__c],a0KBn000008UN7RMAW,Test Auto Parent Course T5555 - 8040150,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-18,Current,100,2024-07-17,2024-04-17,FALSE,Certificate of Achievement,EXOP0677,No,,Concept of the Core,autotest.com,initialautotest.com,Face To Face,,,evolve!,not applicable,technology,2024,FALSE,,,TRUE,40,20,Additional details,TRUE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Graduate Certificate,200,The participants,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Test automation plan description
[hed__Program_Plan__c],a0K8q000000k4lTEAQ,Brisbane City Council: Enterprise Leadership Program 2023,0128q0000004LGBAA2,,2024-08-17,FALSE,2023-05-23,Current,,,,FALSE,Certificate of Participation,EXCPWP0608,,,,,,Face To Face,,,,,,2023,FALSE,,a0F8q000000JDODEA4,TRUE,50,0,,FALSE,,a,0019h000001wVUIAA2,,FALSE,a0z9200000038FZAAY,Prescribed Program,Open or Custom Program,Non Award Course - Foundation,50,,https://qut360.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00D5g000001FDGjEAO,a
[hed__Program_Plan__c],a0KBn000008OTM1MAO,Automation Testing Course_328,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-06,Current,,,,FALSE,,EXOP0614,Yes,,,autotest.com,,Face To Face,,,,Test external org details,,2024,FALSE,,,TRUE,60,40,,FALSE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Double Degree,,300,,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation Test Description
[hed__Program_Plan__c],a0KBn000008OortMAC,Automation Testing Plan_905,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-07,Current,120,2024-07-06,2024-04-06,FALSE,Certificate of Achievement,EXOP0618,No,,Core Concept,autotest.com,autotesting.com,Online,,,Evolving,not applicable,Astrology,2024,FALSE,,,TRUE,50,10,Morel details,TRUE,,Automation Testing Plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Flexible Program,Double Degree,Doctorate by Research,240,Students,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation Testing Plan description
[hed__Program_Plan__c],a0KBn000008Op4nMAC,Automation Testing Course_248,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-07,Current,,,,FALSE,,EXOP0619,Yes,,,autotest.com,,Face To Face,,,,Test external org details,,2024,FALSE,,,TRUE,60,40,,FALSE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Double Degree,,300,,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation Test Description
[hed__Program_Plan__c],a0KBn000008PSm5MAG,Automation Testing Plan_747,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-08,Current,120,2024-07-08,2024-04-08,FALSE,Certificate of Achievement,EXOP0624,No,,Core Concept,autotest.com,autotesting.com,Online,,,Evolving,not applicable,Astrology,2024,FALSE,,,TRUE,50,10,Morel details,TRUE,,Automation Testing Plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Flexible Program,Double Degree,Doctorate by Research,240,Students,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation Testing Plan description
[hed__Program_Plan__c],a0KBn000008PSyzMAG,Automation Testing Course_295,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-08,Current,,,,FALSE,,EXOP0625,Yes,,,autotest.com,,Face To Face,,,,Test external org details,,2024,FALSE,,,TRUE,60,40,,FALSE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Double Degree,,300,,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation Test Description
[hed__Program_Plan__c],a0KBn000008PcFCMA0,Automation Testing Plan_123,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-09,Current,120,2024-07-08,2024-04-08,FALSE,Certificate of Achievement,EXOP0628,No,,Core Concept,autotest.com,autotesting.com,Online,,,Evolving,not applicable,Astrology,2024,FALSE,,,TRUE,50,10,Morel details,TRUE,,Automation Testing Plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Flexible Program,Double Degree,Doctorate by Research,240,Students,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation Testing Plan description
[hed__Program_Plan__c],a0KBn000008PcdNMAS,Automation Testing Course_919,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-09,Current,,,,FALSE,,EXOP0629,Yes,,,autotest.com,,Face To Face,,,,Test external org details,,2024,FALSE,,,TRUE,60,40,,FALSE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Double Degree,,300,,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation Test Description
[hed__Program_Plan__c],a0KBn000008Q5c9MAC,Automation Testing Plan_146,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-10,Current,120,2024-07-09,2024-04-09,FALSE,Certificate of Achievement,EXOP0633,No,,Core Concept,autotest.com,autotesting.com,Online,,,Evolving,not applicable,Astrology,2024,FALSE,,,TRUE,50,10,Morel details,TRUE,,Automation Testing Plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Flexible Program,Double Degree,Doctorate by Research,240,Students,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation Testing Plan description
[hed__Program_Plan__c],a0KBn000008QYr3MAG,Automation Testing Plan_133,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-11,Current,120,2024-07-10,2024-04-10,FALSE,Certificate of Achievement,EXOP0637,No,,Core Concept,autotest.com,autotesting.com,Online,,,Evolving,not applicable,Astrology,2024,FALSE,,,TRUE,50,10,Morel details,TRUE,,Automation Testing Plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Flexible Program,Double Degree,Doctorate by Research,240,Students,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation Testing Plan description
[hed__Program_Plan__c],a0KBn000008QnBnMAK,Automation Testing Course_019,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-11,Current,,,,FALSE,,EXOP0641,Yes,,,autotest.com,,Face To Face,,,,Test external org details,,2024,FALSE,,,TRUE,60,40,,FALSE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Double Degree,,300,,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation Test Description
[hed__Program_Plan__c],a0KBn000008R7KAMA0,Automation Testing Course_817,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-12,Current,,,,FALSE,,EXOP0644,Yes,,,autotest.com,,Face To Face,,,,Test external org details,,2024,FALSE,,,TRUE,60,40,,FALSE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Double Degree,,300,,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation Test Description
[hed__Program_Plan__c],a0KBn000008RMCkMAO,Automation Testing Plan_669,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-12,Current,120,2024-07-12,2024-04-12,FALSE,Certificate of Achievement,EXOP0647,No,,Core Concept,autotest.com,autotesting.com,Online,,,Evolving,not applicable,Astrology,2024,FALSE,,,TRUE,50,10,Morel details,TRUE,,Automation Testing Plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Flexible Program,Double Degree,Doctorate by Research,240,Students,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation Testing Plan description
[hed__Program_Plan__c],a0KBn000008RQMnMAO,Automation Testing Course_597,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-12,Current,,,,FALSE,,EXOP0649,Yes,,,autotest.com,,Face To Face,,,,Test external org details,,2024,FALSE,,,TRUE,60,40,,FALSE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Double Degree,,300,,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation Test Description
[hed__Program_Plan__c],a0KBn000008RbepMAC,Automation Testing Plan_791,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-13,Current,120,2024-07-12,2024-04-12,FALSE,Certificate of Achievement,EXOP0652,No,,Core Concept,autotest.com,autotesting.com,Online,,,Evolving,not applicable,Astrology,2024,FALSE,,,TRUE,50,10,Morel details,TRUE,,Automation Testing Plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Flexible Program,Double Degree,Doctorate by Research,240,Students,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation Testing Plan description
[hed__Program_Plan__c],a0KBn000008RdWvMAK,Automation Testing Course_479,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-13,Current,,,,FALSE,,EXOP0653,Yes,,,autotest.com,,Face To Face,,,,Test external org details,,2024,FALSE,,,TRUE,60,40,,FALSE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Double Degree,,300,,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation Test Description
[hed__Program_Plan__c],a0KBn000008SfrdMAC,Automation Testing Plan_964,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-15,Current,120,2024-07-15,2024-04-15,FALSE,Certificate of Achievement,EXOP0657,No,,Core Concept,autotest.com,autotesting.com,Online,,,Evolving,not applicable,Astrology,2024,FALSE,,,TRUE,50,10,Morel details,TRUE,,Automation Testing Plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Flexible Program,Double Degree,Doctorate by Research,240,Students,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation Testing Plan description
[hed__Program_Plan__c],a0KBn000008SjaHMAS,Automation Testing Course_680,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-15,Current,,,,FALSE,,EXOP0658,Yes,,,autotest.com,,Face To Face,,,,Test external org details,,2024,FALSE,,,TRUE,60,40,,FALSE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Double Degree,,300,,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation Test Description
[hed__Program_Plan__c],a0KBn000008T3kHMAS,Automation Testing Plan_918,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-16,Current,120,2024-07-15,2024-04-15,FALSE,Certificate of Achievement,EXOP0661,No,,Core Concept,autotest.com,autotesting.com,Online,,,Evolving,not applicable,Astrology,2024,FALSE,,,TRUE,50,10,Morel details,TRUE,,Automation Testing Plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Flexible Program,Double Degree,Doctorate by Research,240,Students,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation Testing Plan description
[hed__Program_Plan__c],a0KBn000008T4wTMAS,Automation Testing Course_584,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-16,Current,,,,FALSE,,EXOP0663,Yes,,,autotest.com,,Face To Face,,,,Test external org details,,2024,FALSE,,,TRUE,60,40,,FALSE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Double Degree,,300,,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation Test Description
[hed__Program_Plan__c],a0KBn000008TXqQMAW,Automation Testing Plan_951,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-16,Current,120,2024-07-16,2024-04-16,FALSE,Certificate of Achievement,EXOP0669,No,,Core Concept,autotest.com,autotesting.com,Online,,,Evolving,not applicable,Astrology,2024,FALSE,,,TRUE,50,10,Morel details,TRUE,,Automation Testing Plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Flexible Program,Double Degree,Doctorate by Research,240,Students,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation Testing Plan description
[hed__Program_Plan__c],a0KBn000008Tc3hMAC,Automation Testing Course_434,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-16,Current,,,,FALSE,,EXOP0671,Yes,,,autotest.com,,Face To Face,,,,Test external org details,,2024,FALSE,,,TRUE,60,40,,FALSE,,Test automation plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Double Degree,,300,,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation Test Description
[hed__Program_Plan__c],a0KBn000008Tq0EMAS,Automation Testing Plan_680,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-17,Current,120,2024-07-16,2024-04-16,FALSE,Certificate of Achievement,EXOP0674,No,,Core Concept,autotest.com,autotesting.com,Online,,,Evolving,not applicable,Astrology,2024,FALSE,,,TRUE,50,10,Morel details,TRUE,,Automation Testing Plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Flexible Program,Double Degree,Doctorate by Research,240,Students,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation Testing Plan description
[hed__Program_Plan__c],a0KBn000008UOEnMAO,Automation Testing Plan_809,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-18,Current,120,2024-07-17,2024-04-17,FALSE,Certificate of Achievement,EXOP0678,No,,Core Concept,autotest.com,autotesting.com,Online,,,Evolving,not applicable,Astrology,2024,FALSE,,,TRUE,50,10,Morel details,FALSE,,Automation Testing Plan overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Flexible Program,Double Degree,Doctorate by Research,240,Students,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation Testing Plan description
[hed__Program_Plan__c],a0KBn000008OTsJMAW,Automation Program_604,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-06,Current,,,,FALSE,,EXOP0615,,,Automation Core Concepts,Automation_360@proposal.com,,,,,,,,2023,FALSE,,,TRUE,50,15,,TRUE,,Automation Overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Award Course,Graduate Certificate,,,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation description
[hed__Program_Plan__c],a0KBn000008OqLpMAK,Automation Program_888,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-07,Current,,,,FALSE,,EXOP0620,,,Automation Core Concepts,Automation_028@proposal.com,,,,,,,,2023,FALSE,,,TRUE,50,15,,TRUE,,Automation Overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Award Course,Graduate Certificate,,,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation description
[hed__Program_Plan__c],a0KBn000008PUO5MAO,Automation Program_360,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-08,Current,,,,FALSE,,EXOP0626,,,Automation Core Concepts,Automation_522@proposal.com,,,,,,,,2023,FALSE,,,TRUE,50,15,,TRUE,,Automation Overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Award Course,Graduate Certificate,,,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation description
[hed__Program_Plan__c],a0KBn000008PdcfMAC,Automation Program_922,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-09,Current,,,,FALSE,,EXOP0630,,,Automation Core Concepts,Automation_890@proposal.com,,,,,,,,2023,FALSE,,,TRUE,50,15,,TRUE,,Automation Overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Award Course,Graduate Certificate,,,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation description
[hed__Program_Plan__c],a0KBn000008Q6unMAC,Automation Program_057,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-10,Current,,,,FALSE,,EXOP0634,,,Automation Core Concepts,Automation_142@proposal.com,,,,,,,,2023,FALSE,,,TRUE,50,15,,TRUE,,Automation Overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Award Course,Graduate Certificate,,,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation description
[hed__Program_Plan__c],a0KBn000008RNqLMAW,Automation Program_015,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-12,Current,,,,FALSE,,EXOP0646,,,Automation Core Concepts,Automation_867@proposal.com,,,,,,,,2023,FALSE,,,TRUE,50,15,,TRUE,,Automation Overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Award Course,Graduate Certificate,,,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation description
[hed__Program_Plan__c],a0KBn000008RbWkMAK,Automation Program_843,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-13,Current,,,,FALSE,,EXOP0651,,,Automation Core Concepts,Automation_798@proposal.com,,,,,,,,2023,FALSE,,,TRUE,50,15,,TRUE,,Automation Overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Award Course,Graduate Certificate,,,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation description
[hed__Program_Plan__c],a0KBn000008SYoXMAW,Automation Program_898,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-15,Current,,,,FALSE,,EXOP0655,,,Automation Core Concepts,Automation_607@proposal.com,,,,,,,,2023,FALSE,,,TRUE,50,15,,TRUE,,Automation Overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Award Course,Graduate Certificate,,,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation description
[hed__Program_Plan__c],a0KBn000008T23SMAS,Automation Program_364,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-16,Current,,,,FALSE,,EXOP0660,,,Automation Core Concepts,Automation_673@proposal.com,,,,,,,,2023,FALSE,,,TRUE,50,15,,TRUE,,Automation Overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Award Course,Graduate Certificate,,,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation description
[hed__Program_Plan__c],a0KBn000008T7vxMAC,Automation Program_508,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-16,Current,,,,FALSE,,EXOP0665,,,Automation Core Concepts,Automation_434@proposal.com,,,,,,,,2023,FALSE,,,TRUE,50,15,,TRUE,,Automation Overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Award Course,Graduate Certificate,,,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation description
[hed__Program_Plan__c],a0KBn000008TYhdMAG,Automation Program_549,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-16,Current,,,,FALSE,,EXOP0668,,,Automation Core Concepts,Automation_782@proposal.com,,,,,,,,2023,FALSE,,,TRUE,50,15,,TRUE,,Automation Overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Award Course,Graduate Certificate,,,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation description
[hed__Program_Plan__c],a0KBn000008TpIfMAK,Automation Program_198,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-04-17,Current,,,,FALSE,,EXOP0673,,,Automation Core Concepts,Automation_162@proposal.com,,,,,,,,2023,FALSE,,,TRUE,50,15,,TRUE,,Automation Overview,0019h000001wVSgAAM,Design Form Received,TRUE,a0z9200000038FZAAY,Prescribed Program,Award Course,Graduate Certificate,,,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,Automation description
[hed__Program_Plan__c],a0KBn000008HqqTMAS,Automation Testing Plan_819,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-03-23,Current,,,,FALSE,,,,,,,,,,,,,,,FALSE,,,FALSE,,,,FALSE,,,,,FALSE,a0z9200000038FZAAY,Flexible Program,,,,,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,a
[hed__Program_Plan__c],a0KBn000008HsU1MAK,Automation Testing Course_019,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-03-23,Current,,,,FALSE,,,,,,,,,,,,,,,FALSE,,,FALSE,,,,FALSE,,,,,FALSE,a0z9200000038FZAAY,Prescribed Program,,,,,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,a
[hed__Program_Plan__c],a0KBn000008HtptMAC,Automation Testing Course_5331425,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-03-23,Current,,,,FALSE,,,,,,,,,,,,,,,FALSE,,,FALSE,,,,FALSE,,,,,FALSE,a0z9200000038FZAAY,Prescribed Program,,,,,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,a
[hed__Program_Plan__c],a0KBn000008IV2MMAW,Automation Testing Course_5878822,0128q0000004Kp0AAE,,2024-08-17,FALSE,2024-03-24,Current,,,,FALSE,,,,,,,,,,,,,,,FALSE,,,FALSE,,,,FALSE,,,,,FALSE,a0z9200000038FZAAY,Prescribed Program,,,,,https://qut360--uat.sandbox.my.salesforce.com/file-asset-public/QUT_Badge_Logo?oid=00DBn0000026cELMAY,a
